master_run_number,chirp_rate,fraction,CA+_mean,CA+_std_dev,CA+_percentile_0,CA+_percentile_10,CA+_percentile_20,CA+_percentile_30,CA+_percentile_40,CA+_percentile_50,CA+_percentile_60,CA+_percentile_70,CA+_percentile_80,CA+_percentile_90,CA+_percentile_100,CA-_mean,CA-_std_dev,CA-_percentile_0,CA-_percentile_10,CA-_percentile_20,CA-_percentile_30,CA-_percentile_40,CA-_percentile_50,CA-_percentile_60,CA-_percentile_70,CA-_percentile_80,CA-_percentile_90,CA-_percentile_100
15795,25.09465,0.488329624605845,3847.3895294117647,2062.134339900349,-3674.0,1248.0,2101.0,2744.0,3309.0,3815.0,4352.0,4894.0,5573.0,6494.0,12775.0,3847.3895294117647,2062.134339900349,-3674.0,1248.0,2101.0,2744.0,3309.0,3815.0,4352.0,4894.0,5573.0,6494.0,12775.0
15795,25.09465,0.488329624605845,4060.373215339233,2022.3693504886432,-3551.0,1512.0,2380.2000000000007,3016.0,3546.0,4031.0,4533.0,5067.0,5726.0,6623.0,12463.0,4060.373215339233,2022.3693504886432,-3551.0,1512.0,2380.2000000000007,3016.0,3546.0,4031.0,4533.0,5067.0,5726.0,6623.0,12463.0
15795,25.09395,0.420651914828877,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.09668,0.6403757460355347,4247.890796460177,2001.5433555586003,-3019.0,1706.0,2587.0,3209.7999999999993,3742.0,4246.0,4745.0,5260.0,5888.0,6757.0,12919.0,4247.890796460177,2001.5433555586003,-3019.0,1706.0,2587.0,3209.7999999999993,3742.0,4246.0,4745.0,5260.0,5888.0,6757.0,12919.0
15795,25.09668,0.6403757460355347,4210.684117647059,1989.1071693499864,-3359.0,1697.0,2542.0,3180.0,3714.0,4199.0,4684.0,5222.199999999997,5852.0,6712.0,14436.0,4210.684117647059,1989.1071693499864,-3359.0,1697.0,2542.0,3180.0,3714.0,4199.0,4684.0,5222.199999999997,5852.0,6712.0,14436.0
15795,25.09668,0.6403757460355347,3945.195588235294,2081.127692448172,-3919.0,1314.0,2203.0,2859.0,3409.0,3930.0,4468.0,5030.0,5677.0,6579.0,12257.0,3945.195588235294,2081.127692448172,-3919.0,1314.0,2203.0,2859.0,3409.0,3930.0,4468.0,5030.0,5677.0,6579.0,12257.0
15795,25.09612,0.6529281743077667,,,,,,,,,,,,,,,,,,,,,,,,,,
15795,25.09325,0.4196572907392402,4189.800882352941,2051.6134668480227,-3804.0,1589.0,2491.0,3139.0,3666.0,4165.0,4680.0,5232.0,5871.0,6809.0,13901.0,4189.800882352941,2051.6134668480227,-3804.0,1589.0,2491.0,3139.0,3666.0,4165.0,4680.0,5232.0,5871.0,6809.0,13901.0
15795,25.09325,0.4196572907392402,3947.436588235294,2041.1842073780447,-3500.0,1349.0,2243.0,2901.0,3439.0,3940.0,4441.0,4999.0,5637.0,6543.0,11829.0,3947.436588235294,2041.1842073780447,-3500.0,1349.0,2243.0,2901.0,3439.0,3940.0,4441.0,4999.0,5637.0,6543.0,11829.0
15795,25.09325,0.4196572907392402,4188.5653687315635,2025.8197725221455,-3507.0,1589.0,2511.0,3130.0,3692.0,4197.0,4703.0,5228.0,5855.0,6729.0,12770.0,4188.5653687315635,2025.8197725221455,-3507.0,1589.0,2511.0,3130.0,3692.0,4197.0,4703.0,5228.0,5855.0,6729.0,12770.0
